"Financial Year","Name","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2018-19","Democratic Labour Party NSW Branch","Democratic Labor Party","3140","3691","0","0"
"2018-19","Derryn Hinch's Justice Party","","303659","411394","49834","0"
"2018-19","Health Australia Party","","53410","73019","8633","0"
"2018-19","Health Environment Accountability Rights Transparency (HEART)","","16660","46258","39301","0"
"2018-19","Independents CAN","","64577","59660","0","0"
"2018-19","Jacqui Lambie Network","","70117","60431","0","0"
"2018-19","Katter's Australian Party (KAP)","","514898","702762","167","0"
"2018-19","Legalise Cannabis Australia","","6079","28000","0","0"
"2018-19","Liberal Democratic Party","","163088","245020","0","0"
"2018-19","Liberal Democratic Party (ACT Branch)","","2586","8","0","0"
"2018-19","Liberal Democratic Party (NSW Branch)","","30462","87151","0","0"
"2018-19","Liberal Democratic Party (QLD Branch)","","1","1635","0","0"
"2018-19","Liberal Democratic Party (SA Branch)","","1","0","0","0"
"2018-19","Liberal Democratic Party (Victoria Branch)","","413318","178132","0","0"
"2018-19","Liberal Democratic Party (WA Branch)","","45357","6879","0","0"
"2018-19","Liberal National Party of Queensland","Liberal","13172958","14673573","184845","0"
"2018-19","Liberal Party (W.A. Division) Inc","Liberal","8249491","8727515","211677","0"
"2018-19","Liberal Party of Australia","Liberal","48031905","43537437","4039352","1247719"
"2018-19","Liberal Party of Australia - ACT Division","Liberal","954051","1088155","9217","0"
"2018-19","Liberal Party of Australia - Tasmanian Division","Liberal","3384721","3575918","348461","0"
"2018-19","Liberal Party of Australia (S.A. Division)","Liberal","6182204","6839644","1486033","0"
"2018-19","Liberal Party of Australia (Victorian Division)","Liberal","36254141","32720536","9534597","0"
"2018-19","Liberal Party of Australia, NSW Division","Liberal","48899483","48364378","8413652","0"
"2018-19","Love Australia or Leave","","3448","6153","7500","0"
"2018-19","National Party of Australia","The Nationals","3099872","3564952","121635","0"
"2018-19","National Party of Australia - N.S.W.","The Nationals","9252955","11826869","2823790","0"
"2018-19","National Party of Australia - Victoria","The Nationals","3121691","2654030","736772","0"
"2018-19","National Party of Australia (S.A.) Inc.","The Nationals","14370","17256","0","0"
"2018-19","National Party of Australia (WA) Inc","The Nationals","625172","719591","37548","0"
"2018-19","Non-Custodial Parents Party (Equal Parenting)","","201","0","0","0"
"2018-19","Online Direct Democracy - (Empowering the People!)","","17870","12828","101231","0"
"2018-19","Pauline Hanson's One Nation","One Nation","3023689","4042660","1732460","0"
"2018-19","Pirate Party Australia","","15668","17060","17060","0"
"2018-19","Queensland Greens","The Greens","1211326","1977426","10944","0"
"2018-19","Reason Australia","","146587","116345","14176","0"
"2018-19","Republican Party of Australia","","41667","37193","0","0"
"2018-19","Rise Up Australia Party","","126216","145094","0","0"
"2018-19","Science Party","","54356","55220","0","0"
"2018-19","Secular Party of Australia","","10663","12537","0","0"
"2018-19","Seniors United Party of Australia","","8710","10817","0","0"
"2018-19","Shooters, Fishers and Farmers Party","","307032","297136","10080","0"
"2018-19","Socialist Alliance","","74280","83923","0","0"
"2018-19","Socialist Equality Party","","388282","401305","0","0"
"2018-19","Sustainable Australia Party - Universal Basic Income","","628072","503637","27887","0"
"2018-19","The Arts Party","","6755","8672","0","0"
"2018-19","The Australian Mental Health Party","","9341","8588","0","0"
"2018-19","The Great Australian Party","","45130","15910","0","0"
"2018-19","The Greens (WA) Inc","The Greens","953848","1434901","59026","0"
"2018-19","The Greens NSW","The Greens","4199460","6987548","442693","0"
"2018-19","The Small Business Party","","0","0","0","0"
"2018-19","The Together Party","","23522","39897","20000","0"
"2018-19","The Women's Party","","100","0","0","0"
"2018-19","Tim Storer Independent SA","","0","0","0","0"
"2018-19","Trumpet of Patriots","","0","0","0","0"
"2018-19","United Australia Party","","89543375","89450146","8829343","0"
"2018-19","Victorian Socialists","","79564","78560","19569","0"
"2018-19","Voluntary Euthanasia Party","","17778","20914","0","0"
"2018-19","VOTEFLUX.ORG | Upgrade Democracy!","","22312","14290","0","0"
"2018-19","WESTERN AUSTRALIA PARTY","","49109","43482","3560","0"
"2018-19","Yellow Vest Australia","","201397","208062","0","0"
"2017-18","Animal Justice Party","","472528","442333","22524","0"
"2017-18","Australia First Party (NSW) Incorporated","","13962","18759","0","0"
"2017-18","Australian Affordable Housing Party","","32189","3762","837","0"
"2017-18","Australian Christians","","221465","154086","0","0"
"2017-18","Australian Citizens Party","","1767372","1692580","1052527","0"
"2017-18","Australian Conservatives","","1944164","1471749","10143","0"
"2017-18","Australian Conservatives (ACT)","","1983","0","0","0"
"2017-18","Australian Conservatives (NSW)","","128500","550","0","0"
"2017-18","Australian Conservatives (NT)","","288","0","0","0"
"2017-18","Australian Conservatives (Qld)","","126067","15570","0","0"
"2017-18","Australian Conservatives (SA)","","11790","0","0","0"
"2017-18","Australian Conservatives (Tas)","","2498","0","0","0"
"2017-18","Australian Conservatives (Vic)","","155107","36321","0","0"
"2017-18","Australian Conservatives (WA)","","5844","1187","0","0"
"2017-18","Australian Greens","The Greens","2908021","2400224","457223","0"
"2017-18","Australian Greens (South Australia)","The Greens","602528","472998","209376","0"
"2017-18","Australian Greens Victoria","The Greens","3533761","2882918","1460791","0"
"2017-18","Australian Greens, Australian Capital Territory Branch","The Greens","187748","193217","7678","0"
"2017-18","Australian Greens, Northern Territory Branch","The Greens","19784","52493","0","0"
"2017-18","Australian Greens, Tasmanian Branch","The Greens","424806","547059","25935","0"
"2017-18","Australian Labor Party (ACT Branch)","Australian Labor Party","1675731","1445873","123497","0"
"2017-18","Australian Labor Party (ALP)","Australian Labor Party","11560165","10099926","4201792","0"
"2017-18","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","7606590","6870413","1618213","0"
"2017-18","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","436540","403097","31202","0"
"2017-18","Australian Labor Party (South Australian Branch)","Australian Labor Party","6388616","4914699","12395","0"
"2017-18","Australian Labor Party (State of Queensland)","Australian Labor Party","16664055","15908937","35609","0"
"2017-18","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","1128447","928050","43344","0"
"2017-18","Australian Labor Party (Victorian Branch)","Australian Labor Party","8830836","6616436","413787","0"
"2017-18","Australian Labor Party (Western Australian Branch)","Australian Labor Party","4421200","3411097","627210","0"
"2017-18","Australian People's Party","","0","0","0","0"
"2017-18","Australian Progressives","","5183","3855","21290","0"
"2017-18","Australian Workers Party","","1415","382","0","0"
"2017-18","Centre Alliance","","125087","141712","5022","0"
"2017-18","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","852597","797193","78125","0"
"2017-18","Country Labor Party","Australian Labor Party","1347443","842616","2502716","0"
"2017-18","Country Liberal Party (NT)","","281809","320344","23683","0"
"2017-18","Democratic Labour Party","Democratic Labor Party","0","0","0","0"
"2017-18","Democratic Labour Party - Queensland Branch","Democratic Labor Party","2779","1554","0","0"
"2017-18","Democratic Labour Party - Victorian Branch","Democratic Labor Party","13835","17323","0","0"
"2017-18","Democratic Labour Party - WA Branch","Democratic Labor Party","2940","4596","0","0"
"2017-18","Democratic Labour Party NSW Branch","Democratic Labor Party","633","641","0","0"
"2017-18","Derryn Hinch's Justice Party","","11931","78706","0","0"
"2017-18","Health Australia Party","","28064","15192","5604","0"
"2017-18","Health Environment Accountability Rights Transparency (HEART)","","125","792","3844","0"
"2017-18","Jacqui Lambie Network","","100544","93255","0","0"
"2017-18","Katter's Australian Party (KAP)","","531283","594244","1853","0"
"2017-18","Legalise Cannabis Australia","","3288","120","0","0"
"2017-18","Liberal Democratic Party","","233053","179563","50000","0"
"2017-18","Liberal Democratic Party (ACT Branch)","","811","0","0","0"
"2017-18","Liberal Democratic Party (NSW Branch)","","38156","2097","0","0"
"2017-18","Liberal Democratic Party (QLD Branch)","","0","0","0","0"
"2017-18","Liberal Democratic Party (SA Branch)","","35973","34847","0","0"
"2017-18","Liberal Democratic Party (Victoria Branch)","","9883","8449","0","0"
"2017-18","Liberal Democratic Party (WA Branch)","","1598","0","0","0"
"2017-18","Liberal National Party of Queensland","Liberal","15398282","16842285","167348","0"
"2017-18","Liberal Party (W.A. Division) Inc","Liberal","3439912","2342727","122439","0"
"2017-18","Liberal Party of Australia","Liberal","5642463","4904921","3548219","0"
"2017-18","Liberal Party of Australia - ACT Division","Liberal","752627","525501","13615","0"
"2017-18","Liberal Party of Australia - Tasmanian Division","Liberal","4168930","4322681","606251","0"
"2017-18","Liberal Party of Australia (S.A. Division)","Liberal","8123591","7957593","144321","0"
"2017-18","Liberal Party of Australia (Victorian Division)","Liberal","12978244","11428549","5523329","0"
"2017-18","Liberal Party of Australia, NSW Division","Liberal","12238901","11634943","2910074","0"
"2017-18","Love Australia or Leave","","3000","2000","7000","0"
"2017-18","National Party of Australia","The Nationals","2432956","2080705","3126","0"
"2017-18","National Party of Australia - N.S.W.","The Nationals","4542480","4779364","1163488","0"
"2017-18","National Party of Australia - Victoria","The Nationals","621369","711025","103506","0"
"2017-18","National Party of Australia (S.A.) Inc.","The Nationals","6755","4889","0","0"
"2017-18","National Party of Australia (WA) Inc","The Nationals","579553","620804","0","0"
"2017-18","Non-Custodial Parents Party (Equal Parenting)","","1050","1000","0","0"
"2017-18","Online Direct Democracy - (Empowering the People!)","","16051","10801","98863","0"
"2017-18","Pauline Hanson's One Nation","One Nation","1712651","1750142","122972","0"
"2017-18","Pirate Party Australia","","7456","3894","0","0"
"2017-18","Queensland Greens","The Greens","1725479","1596334","14881","0"
"2017-18","Republican Party of Australia","","38116","37779","0","0"
"2017-18","Rise Up Australia Party","","62820","99394","1584","0"
"2017-18","Science Party","","17689","15617","0","0"
"2017-18","Secular Party of Australia","","10523","8964","0","0"
"2017-18","Seniors United Party of Australia","","13296","7151","0","0"
"2017-18","Shooters, Fishers and Farmers Party","","132011","59314","7625","0"
"2017-18","Socialist Alliance","","69954","47380","0","0"
"2017-18","Socialist Equality Party","","364373","354598","0","0"
"2017-18","Sustainable Australia Party - Universal Basic Income","","243566","222405","46988","0"
"2017-18","The Arts Party","","5892","11959","0","0"
"2017-18","The Australian Mental Health Party","","3237","4299","0","0"
"2017-18","The Greens (WA) Inc","The Greens","1350267","548324","43429","0"
"2017-18","The Greens NSW","The Greens","2130611","2674641","43687","0"
"2017-18","Trumpet of Patriots","","3624","14549","0","0"
"2017-18","Voluntary Euthanasia Party","","1853","5211","6770","0"
"2017-18","VOTEFLUX.ORG | Upgrade Democracy!","","13851","10463","0","0"
"2017-18","Yellow Vest Australia","","292132","288968","35318","0"
"2016-17","21st Century Australia","","0","0","0","0"
"2016-17","Animal Justice Party","","491958","502707","10653","0"
"2016-17","Australia First Party (NSW) Incorporated","","16011","15373","0","0"
"2016-17","Australian Affordable Housing Party","","0","365","0","0"
"2016-17","Australian Christians","","284700","331199","3000","0"
"2016-17","Australian Citizens Party","","1779941","1700674","996029","0"
"2016-17","Australian Conservatives","","539670","114744","0","0"
"2016-17","Australian Cyclists Party","","3266","14946","6081","0"
"2016-17","Australian Equality Party (Marriage)","","14000","13000","0","0"
"2016-17","Australian Greens","The Greens","2374928","2602944","362270","0"
"2016-17","Australian Greens (South Australia)","The Greens","513904","770022","2184","0"
"2016-17","Australian Greens Victoria","The Greens","4120332","4400163","10986","0"
"2016-17","Australian Greens, Australian Capital Territory Branch","The Greens","668192","535944","26207","0"
"2016-17","Australian Greens, Northern Territory Branch","The Greens","106166","93940","0","0"
"2016-17","Australian Greens, Tasmanian Branch","The Greens","235232","608843","20177","0"
"2016-17","Australian Labor Party (ACT Branch)","Australian Labor Party","2434788","2668439","146590","0"
"2016-17","Australian Labor Party (ALP)","Australian Labor Party","33294368","34989019","1883057","0"
"2016-17","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","9339269","10569526","160658","0"
"2016-17","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","1158593","1266145","93000","0"
"2016-17","Australian Labor Party (South Australian Branch)","Australian Labor Party","2092650","2127912","29616","0"
"2016-17","Australian Labor Party (State of Queensland)","Australian Labor Party","7235516","7380133","197623","0"
"2016-17","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","700419","558978","34758","0"
"2016-17","Australian Labor Party (Victorian Branch)","Australian Labor Party","5580925","5534179","516045","0"
"2016-17","Australian Labor Party (Western Australian Branch)","Australian Labor Party","8830166","9816907","372549","0"
"2016-17","Australian People's Party","","140","110","0","0"
"2016-17","Australian Progressives","","3840","3311","21290","0"
"2016-17","Australian Recreational Fishers Party","","32576","30871","0","0"
"2016-17","Australian Sex Party","","103481","105239","12027","0"
"2016-17","Australian Workers Party","","1865","265","0","0"
"2016-17","Centre Alliance","","1577684","1937180","4402","0"
"2016-17","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1185709","1033216","145944","0"
"2016-17","Consumer Rights & No-Tolls","","585","0","0","0"
"2016-17","Country Labor Party","Australian Labor Party","1150611","1232048","1928858","0"
"2016-17","Country Liberal Party (NT)","","1755349","2092091","17015","0"
"2016-17","CountryMinded","","2405","6512","184","0"
"2016-17","Democratic Labour Party","Democratic Labor Party","0","0","0","0"
"2016-17","Democratic Labour Party - Queensland Branch","Democratic Labor Party","615","327","0","0"
"2016-17","Democratic Labour Party - Victorian Branch","Democratic Labor Party","8503","15926","0","0"
"2016-17","Democratic Labour Party - WA Branch","Democratic Labor Party","886","1282","0","0"
"2016-17","Democratic Labour Party NSW Branch","Democratic Labor Party","1167","2496","0","0"
"2016-17","Derryn Hinch's Justice Party","","615956","261294","3793","0"
"2016-17","Drug Law Reform Australia","","1682","7112","0","0"
"2016-17","Family First Party","Family First","246333","263686","0","0"
"2016-17","Family First Party - QLD","Family First","103987","131076","0","0"
"2016-17","Family First Party - SA","Family First","20162","32854","0","0"
"2016-17","Family First Party - VIC","Family First","0","0","0","0"
"2016-17","Glenn Lazarus Team","","500","500","0","0"
"2016-17","Health Australia Party","","11255","1789","7034","0"
"2016-17","Health Environment Accountability Rights Transparency (HEART)","","160","0","0","0"
"2016-17","Jacqui Lambie Network","","82713","56813","0","0"
"2016-17","Katter's Australian Party (KAP)","","515191","367947","536","0"
"2016-17","Legalise Cannabis Australia","","9142","1641","0","0"
"2016-17","Liberal Democratic Party","","189466","230817","50000","0"
"2016-17","Liberal National Party of Queensland","Liberal","11720124","9731090","183493","0"
"2016-17","Liberal Party (W.A. Division) Inc","Liberal","9633324","12610057","268978","0"
"2016-17","Liberal Party of Australia","Liberal","36785804","39474739","3711956","0"
"2016-17","Liberal Party of Australia - ACT Division","Liberal","1997602","1790105","11217","0"
"2016-17","Liberal Party of Australia - Tasmanian Division","Liberal","2388402","2885231","199127","0"
"2016-17","Liberal Party of Australia (S.A. Division)","Liberal","4499433","3800458","110450","0"
"2016-17","Liberal Party of Australia (Victorian Division)","Liberal","10907917","11192356","2678350","0"
"2016-17","Liberal Party of Australia, NSW Division","Liberal","17135327","17783207","3422808","0"
"2016-17","Love Australia or Leave","","13437","5442","10000","0"
"2016-17","Mature Australia Party","","1790","1500","0","0"
"2016-17","National Party of Australia","The Nationals","2071024","1736841","2069","0"
"2016-17","National Party of Australia - N.S.W.","The Nationals","6760505","7275703","871986","0"
"2016-17","National Party of Australia - Victoria","The Nationals","1599241","886570","136872","0"
"2016-17","National Party of Australia (S.A.) Inc.","The Nationals","4962","3961","0","0"
"2016-17","National Party of Australia (WA) Inc","The Nationals","1784566","1705096","23619","0"
"2016-17","Non-Custodial Parents Party (Equal Parenting)","","0","1500","0","0"
"2016-17","Online Direct Democracy - (Empowering the People!)","","16033","17707","109062","0"
"2016-17","Outdoor Recreation Party (Stop The Greens)","","1644","0","0","0"
"2016-17","Pauline Hanson's One Nation","One Nation","2218872","1087031","103982","0"
"2016-17","Pirate Party Australia","","848","2535","0","0"
"2016-17","Queensland Greens","The Greens","1626390","1581379","31443","0"
"2016-17","Renewable Energy Party","","0","0","0","0"
"2016-17","Rise Up Australia Party","","141157","87319","0","0"
"2016-17","Science Party","","14417","11326","1730","0"
"2016-17","Secular Party of Australia","","5556","4456","0","0"
"2016-17","Seniors United Party of Australia","","7483","8480","0","0"
"2016-17","Shooters, Fishers and Farmers Party","","187533","197266","9680","0"
"2016-17","Smokers Rights Party","","108","108","0","0"
"2016-17","Socialist Alliance","","68640","71708","0","0"
"2016-17","Socialist Equality Party","","343435","336620","0","0"
"2016-17","Sustainable Australia Party - Universal Basic Income","","104530","225691","74280","0"
"2016-17","The Arts Party","","16069","8951","0","0"
"2016-17","The Australian Mental Health Party","","2135","578","1624","0"
"2016-17","The Greens (WA) Inc","The Greens","1964908","1943644","40594","0"
"2016-17","The Greens NSW","The Greens","4659784","1984551","23299","0"
"2016-17","Trumpet of Patriots","","25953","27265","0","0"
"2016-17","Voluntary Euthanasia Party","","11683","17395","0","0"
"2016-17","VOTEFLUX.ORG | Upgrade Democracy!","","67488","76102","0","0"
"2016-17","Yellow Vest Australia","","346948","137945","0","0"
"2015-16","21st Century Australia","","0","0","0","0"
"2015-16","Animal Justice Party","","511592","386136","0","0"
"2015-16","Australia First Party (NSW) Incorporated","","27745","24716","0","0"
"2015-16","Australian Antipaedophile Party","","1011","2395","0","0"
"2015-16","Australian Christians","","346832","350159","0","0"
"2015-16","Australian Citizens Party","","1964306","1897649","914868","0"
"2015-16","Australian Cyclists Party","","38326","26061","15906","0"
"2015-16","Australian Defence Veterans Party","","24676","37254","0","0"
"2015-16","Australian Equality Party (Marriage)","","152580","150652","0","0"
"2015-16","Australian Greens","The Greens","3961417","3985595","951424","0"
"2015-16","Australian Greens (South Australia)","The Greens","639037","451692","518593","0"
"2015-16","Australian Greens Victoria","The Greens","4914806","4104065","1649716","0"
"2015-16","Australian Greens, Australian Capital Territory Branch","The Greens","310478","318920","0","0"
"2015-16","Australian Greens, Northern Territory Branch","The Greens","44153","53171","0","0"
"2015-16","Australian Greens, Tasmanian Branch","The Greens","666965","353331","339188","0"
"2015-16","Australian Labor Party (ACT Branch)","Australian Labor Party","1358574","1293101","461704","0"
"2015-16","Australian Labor Party (ALP)","Australian Labor Party","15410098","12738488","25260753","0"
"2015-16","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","15280860","11734833","5323445","0"
"2015-16","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","911710","671390","239646","0"
"2015-16","Australian Labor Party (South Australian Branch)","Australian Labor Party","2184115","1674798","309686","0"
"2015-16","Australian Labor Party (State of Queensland)","Australian Labor Party","11812992","9923740","1585798","0"
"2015-16","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","711514","745719","107765","0"
"2015-16","Australian Labor Party (Victorian Branch)","Australian Labor Party","8297042","6282937","718322","0"
"2015-16","Australian Labor Party (Western Australian Branch)","Australian Labor Party","4788953","3176146","765725","0"
"2015-16","Australian Motoring Enthusiast Party","","11591","12986","0","0"
"2015-16","Australian Progressives","","4024","25314","21290","0"
"2015-16","Australian Recreational Fishers Party","","100795","83957","3059","0"
"2015-16","Australian Sex Party","","299448","277791","55026","0"
"2015-16","Bullet Train For Australia","","1244","0","13375","0"
"2015-16","Centre Alliance","","1126616","706205","810487","0"
"2015-16","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1986848","1407380","358376","0"
"2015-16","Consumer Rights & No-Tolls","","0","0","0","0"
"2015-16","Country Labor Party","Australian Labor Party","535751","90769","1827064","0"
"2015-16","Country Liberal Party (NT)","","1191850","860814","469406","0"
"2015-16","CountryMinded","","41842","30278","5914","0"
"2015-16","Democratic Labour Party","Democratic Labor Party","0","0","0","0"
"2015-16","Democratic Labour Party - Queensland Branch","Democratic Labor Party","11545","11599","0","0"
"2015-16","Democratic Labour Party - Victorian Branch","Democratic Labor Party","12662","17998","0","0"
"2015-16","Democratic Labour Party - WA Branch","Democratic Labor Party","9150","8800","0","0"
"2015-16","Democratic Labour Party NSW Branch","Democratic Labor Party","1222","1553","455","0"
"2015-16","Derryn Hinch's Justice Party","","93178","91392","80491","0"
"2015-16","Drug Law Reform Australia","","39435","29896","0","0"
"2015-16","Family First Party","Family First","187489","152458","0","0"
"2015-16","Family First Party - QLD","Family First","164296","212547","54860","0"
"2015-16","Family First Party - SA","Family First","63095","65889","0","0"
"2015-16","Family First Party - VIC","Family First","52366","50281","0","0"
"2015-16","Glenn Lazarus Team","","240000","40000","30000","0"
"2015-16","Health Australia Party","","24768","34500","11469","0"
"2015-16","Jacqui Lambie Network","","121793","85215","43437","0"
"2015-16","John Madigan's Manufacturing and Farming Party","","80072","60140","0","0"
"2015-16","Katter's Australian Party (KAP)","","555412","499612","29290","0"
"2015-16","Legalise Cannabis Australia","","37972","25188","0","0"
"2015-16","Liberal Democratic Party","","817687","1503737","50000","0"
"2015-16","Liberal National Party of Queensland","Liberal","13805476","13340982","1950654","0"
"2015-16","Liberal Party (W.A. Division) Inc","Liberal","7841138","5950653","873781","0"
"2015-16","Liberal Party of Australia","Liberal","14710660","11638705","11952364","0"
"2015-16","Liberal Party of Australia - ACT Division","Liberal","1165695","1026620","355528","0"
"2015-16","Liberal Party of Australia - Tasmanian Division","Liberal","2805467","2263482","997814","0"
"2015-16","Liberal Party of Australia (S.A. Division)","Liberal","4951854","2815493","318524","0"
"2015-16","Liberal Party of Australia (Victorian Division)","Liberal","13753758","11742858","7520361","0"
"2015-16","Liberal Party of Australia, NSW Division","Liberal","21129630","17949681","10489244","0"
"2015-16","Mature Australia Party","","30115","30330","0","0"
"2015-16","National Party of Australia","The Nationals","2023014","1592786","5000","0"
"2015-16","National Party of Australia - N.S.W.","The Nationals","10281537","7040373","3556539","0"
"2015-16","National Party of Australia - Victoria","The Nationals","841590","979539","135824","0"
"2015-16","National Party of Australia (S.A.) Inc.","The Nationals","4791","5839","0","0"
"2015-16","National Party of Australia (WA) Inc","The Nationals","1319900","806181","101455","0"
"2015-16","Non-Custodial Parents Party (Equal Parenting)","","2501","1500","0","0"
"2015-16","Online Direct Democracy - (Empowering the People!)","","23600","10803","110562","0"
"2015-16","Outdoor Recreation Party (Stop The Greens)","","3","2654","0","0"
"2015-16","Palmer United Party","","2286037","2970078","1127807","0"
"2015-16","Pauline Hanson's One Nation","One Nation","363698","324079","190000","0"
"2015-16","Pirate Party Australia","","32607","38680","0","0"
"2015-16","Queensland Greens","The Greens","1474752","1144664","773988","0"
"2015-16","Renewable Energy Party","","13960","13960","0","0"
"2015-16","Rise Up Australia Party","","231462","195680","25428","0"
"2015-16","Science Party","","60468","60036","11863","0"
"2015-16","Secular Party of Australia","","14381","15899","0","0"
"2015-16","Seniors United Party of Australia","","11487","12720","0","0"
"2015-16","Shooters, Fishers and Farmers Party","","241455","248110","103727","0"
"2015-16","Smokers Rights Party","","1110","110","0","0"
"2015-16","Socialist Alliance","","80046","64140","2558","0"
"2015-16","Socialist Equality Party","","397564","406493","0","0"
"2015-16","Sustainable Australia Party - Universal Basic Income","","950764","919458","11752","0"
"2015-16","The Arts Party","","62691","59545","0","0"
"2015-16","The Australian Mental Health Party","","0","327","0","0"
"2015-16","The Greens (WA) Inc","The Greens","993757","848059","82658","0"
"2015-16","The Greens NSW","The Greens","3829352","3333416","926071","0"
"2015-16","Trumpet of Patriots","","29229","40431","0","0"
"2015-16","Voluntary Euthanasia Party","","62596","43924","0","0"
"2015-16","VOTEFLUX.ORG | Upgrade Democracy!","","210321","201718","0","0"
"2015-16","Yellow Vest Australia","","1149337","500238","34274","0"
"2014-15","21st Century Australia","","0","0","0","0"
"2014-15","Animal Justice Party","","87376","67748","0","0"
"2014-15","Australia First Party (NSW) Incorporated","","16043","17682","0","0"
"2014-15","Australian Christians","","280222","216009","0","0"
"2014-15","Australian Citizens Party","","2141198","2084325","712323","0"
"2014-15","Australian Cyclists Party","","29592","27066","3209","0"
"2014-15","Australian Defence Veterans Party","","672","2717","0","0"
"2014-15","Australian Equality Party (Marriage)","","60597","42342","0","0"
"2014-15","Australian Greens","The Greens","2355249","2088941","517834","0"
"2014-15","Australian Greens (South Australia)","The Greens","160874","156032","0","0"
"2014-15","Australian Greens, Australian Capital Territory Branch","The Greens","199013","166204","5127","0"
"2014-15","Australian Greens, Northern Territory Branch","The Greens","33478","11005","0","0"
"2014-15","Australian Greens, Tasmanian Branch","The Greens","318603","241857","23185","0"
"2014-15","Australian Greens, Victorian Branch","The Greens","3000479","3168713","10407","0"
"2014-15","Australian Independents","","0","0","0","0"
"2014-15","Australian Labor Party (ACT Branch)","Australian Labor Party","912171","828586","274807","0"
"2014-15","Australian Labor Party (ALP)","Australian Labor Party","9681420","8688138","4082083","0"
"2014-15","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","17518948","19696862","3601371","0"
"2014-15","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","433001","385592","0","0"
"2014-15","Australian Labor Party (South Australian Branch)","Australian Labor Party","2021428","1440472","24476","0"
"2014-15","Australian Labor Party (State of Queensland)","Australian Labor Party","15402274","13814122","110153","0"
"2014-15","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","567279","504577","58625","0"
"2014-15","Australian Labor Party (Victorian Branch)","Australian Labor Party","14358839","15000824","63277","0"
"2014-15","Australian Labor Party (Western Australian Branch)","Australian Labor Party","2508162","2404084","389672","0"
"2014-15","Australian Motoring Enthusiast Party","","6280","3001","0","0"
"2014-15","Australian Progressives","","706","588","4053","0"
"2014-15","Australian Sovereignty Party","","361","703","0","0"
"2014-15","Australian Sports Party","","0","0","0","0"
"2014-15","Australian Voice Party","","2218","2398","0","0"
"2014-15","Australia's First Nations Political Party","","0","0","0","0"
"2014-15","Bullet Train For Australia","","0","0","10700","0"
"2014-15","Centre Alliance","","213961","172398","55572","0"
"2014-15","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1196969","1424746","210765","0"
"2014-15","Coke in the Bubblers","","0","0","0","0"
"2014-15","Country Labor Party","Australian Labor Party","977014","766487","0","0"
"2014-15","Country Liberal Party (NT)","","585709","460411","6419","0"
"2014-15","Democratic Labour Party","Democratic Labor Party","0","0","0","0"
"2014-15","Drug Law Reform Australia","","2082","1981","113","0"
"2014-15","Family First Party","Family First","108730","122857","15272","0"
"2014-15","Family First Party - QLD","Family First","51430","32838","23553","0"
"2014-15","Family First Party - SA","Family First","24459","14840","0","0"
"2014-15","Family First Party - VIC","Family First","27694","30988","22650","0"
"2014-15","Health Australia Party","","70","0","0","0"
"2014-15","Jacqui Lambie Network","","100","0","0","0"
"2014-15","John Madigan's Manufacturing and Farming Party","","0","0","0","0"
"2014-15","Katter's Australian Party (KAP)","","610065","500661","14476","0"
"2014-15","Legalise Cannabis Australia","","2895","3115","498","0"
"2014-15","Liberal Democratic Party","","93477","96917","0","0"
"2014-15","Liberal National Party of Queensland","Liberal","21633757","19852677","158003","0"
"2014-15","Liberal Party (W.A. Division) Inc","Liberal","3954417","2246256","69577","0"
"2014-15","Liberal Party of Australia","Liberal","6060293","6176901","4773949","0"
"2014-15","Liberal Party of Australia - ACT Division","Liberal","871816","686987","318054","0"
"2014-15","Liberal Party of Australia - Tasmanian Division","Liberal","2066635","1792439","209410","0"
"2014-15","Liberal Party of Australia (S.A. Division)","Liberal","2620907","2698855","253418","0"
"2014-15","Liberal Party of Australia (Victorian Division)","Liberal","21818228","24461647","641955","0"
"2014-15","Liberal Party of Australia, NSW Division","Liberal","20377580","19389738","10594970","0"
"2014-15","National Party of Australia","The Nationals","1192046","1171062","3536","0"
"2014-15","National Party of Australia - N.S.W.","The Nationals","7036330","8006810","2963908","0"
"2014-15","National Party of Australia - Victoria","The Nationals","2118992","2291025","38779","0"
"2014-15","National Party of Australia (S.A.) Inc.","The Nationals","12726","12229","0","0"
"2014-15","National Party of Australia (WA) Inc","The Nationals","733116","664266","66022","0"
"2014-15","Non-Custodial Parents Party (Equal Parenting)","","3","0","0","0"
