"Financial Year","Name","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2014-15","Online Direct Democracy - (Empowering the People!)","","5485","58","106862","0"
"2014-15","Outdoor Recreation Party (Stop The Greens)","","7","0","0","0"
"2014-15","Palmer United Party","","11228590","10586021","38117","0"
"2014-15","Pauline Hanson's One Nation","One Nation","69207","11151","0","0"
"2014-15","Pirate Party Australia","","7946","10126","0","0"
"2014-15","Queensland Greens","The Greens","480161","914470","107518","0"
"2014-15","Republican Party of Australia","","28661","28483","3470","0"
"2014-15","Rise Up Australia Party","","187562","214881","22388","0"
"2014-15","Science Party","","9246","9959","1957","0"
"2014-15","Secular Party of Australia","","4171","2946","0","0"
"2014-15","Seniors United Party of Australia","","2969","1497","0","0"
"2014-15","Shooters, Fishers and Farmers Party","","148256","151846","13032","0"
"2014-15","Smokers Rights Party","","20","135","0","0"
"2014-15","Socialist Alliance","","49851","57113","636","0"
"2014-15","Socialist Equality Party","","367647","364250","0","0"
"2014-15","Sustainable Australia Party - Universal Basic Income","","122920","117499","3617","0"
"2014-15","The Arts Party","","9911","9144","0","0"
"2014-15","The Greens (WA) Inc","The Greens","602012","489230","59767","0"
"2014-15","The Greens NSW","The Greens","3834608","5057283","480125","0"
"2014-15","The Wikileaks Party","","680","0","0","0"
"2014-15","Trumpet of Patriots","","85966","103311","0","0"
"2014-15","Uniting Australia Party","","0","0","0","0"
"2014-15","Voluntary Euthanasia Party","","5023","17588","0","0"
"2013-14","21st Century Australia","","0","0","0","0"
"2013-14","Animal Justice Party","","0","386","0","0"
"2013-14","Australia First Party (NSW) Incorporated","","36071","32831","0","0"
"2013-14","Australian Christians","","398319","437644","0","0"
"2013-14","Australian Citizens Party","","2090891","2035943","728358","0"
"2013-14","Australian Democrats","Democrats","119190","160286","29580","0"
"2013-14","Australian Fishing and Lifestyle Party","","72149","93417","0","0"
"2013-14","Australian Greens","The Greens","6675280","6369223","280120","0"
"2013-14","Australian Greens (South Australia)","The Greens","1501854","1687280","9638","0"
"2013-14","Australian Greens, Australian Capital Territory Branch","The Greens","640052","588664","15278","0"
"2013-14","Australian Greens, Northern Territory Branch","The Greens","88894","60868","0","0"
"2013-14","Australian Greens, Tasmanian Branch","The Greens","907425","931859","35705","0"
"2013-14","Australian Greens, Victorian Branch","The Greens","3579352","3196781","12323","0"
"2013-14","Australian Independents","","0","2000","0","0"
"2013-14","Australian Labor Party (ACT Branch)","Australian Labor Party","962877","955397","387915","0"
"2013-14","Australian Labor Party (ALP)","Australian Labor Party","38525535","38904076","599690","0"
"2013-14","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","11324513","12309539","1563290","0"
"2013-14","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","384933","450762","35877","0"
"2013-14","Australian Labor Party (South Australian Branch)","Australian Labor Party","4721756","5626942","188480","0"
"2013-14","Australian Labor Party (State of Queensland)","Australian Labor Party","8447783","7992624","182997","0"
"2013-14","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","1516986","2189496","111515","0"
"2013-14","Australian Labor Party (Victorian Branch)","Australian Labor Party","6917714","7816058","159715","0"
"2013-14","Australian Labor Party (Western Australian Branch)","Australian Labor Party","3548459","3053349","221804","0"
"2013-14","Australian Motoring Enthusiast Party","","41661","45823","0","0"
"2013-14","Australian Protectionist Party","","2075","5065","0","0"
"2013-14","Australian Sex Party","","607532","613233","45475","0"
"2013-14","Australian Sovereignty Party","","1300","2378","0","0"
"2013-14","Australian Sports Party","","0","0","0","0"
"2013-14","Australian Voice Party","","5489","5100","0","0"
"2013-14","Australia's First Nations Political Party","","50000","0","0","0"
"2013-14","Building Australia Party","","14638","32102","33528","0"
"2013-14","Bullet Train For Australia","","71419","71794","10700","0"
"2013-14","Carers Alliance","","500","4130","0","0"
"2013-14","Centre Alliance","","1029651","975270","18253","0"
"2013-14","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","808932","796938","27665","0"
"2013-14","Coke in the Bubblers","","180","180","0","0"
"2013-14","Country Labor Party","Australian Labor Party","48494","297","0","0"
"2013-14","Country Liberal Party (NT)","","1516752","1409200","150000","0"
"2013-14","Democratic Labor Party (DLP) of Australia SA Branch","Democratic Labor Party","3030","5709","0","0"
"2013-14","Democratic Labour Party","Democratic Labor Party","0","0","0","0"
"2013-14","Democratic Labour Party - Queensland Branch","Democratic Labor Party","670","1205","0","0"
"2013-14","Democratic Labour Party - Victorian Branch","Democratic Labor Party","172524","182562","6602","0"
"2013-14","Democratic Labour Party - WA Branch","Democratic Labor Party","12030","0","0","0"
"2013-14","Democratic Labour Party NSW Branch","Democratic Labor Party","27497","33391","0","0"
"2013-14","Drug Law Reform Australia","","30902","30902","112","0"
"2013-14","Family First Party","Family First","2562627","1101715","27041","0"
"2013-14","Family First Party - QLD","Family First","143223","152059","1327","0"
"2013-14","Family First Party - SA","Family First","236170","238638","0","0"
"2013-14","Family First Party - VIC","Family First","413078","404710","3062","0"
"2013-14","Freedom and Prosperity Party","","16917","41471","0","0"
"2013-14","Health Australia Party","","765","1059","0","0"
"2013-14","Katter's Australian Party (KAP)","","660473","613238","5747","0"
"2013-14","Legalise Cannabis Australia","","68883","69007","0","0"
"2013-14","Liberal Democratic Party","","1184518","1125008","0","0"
"2013-14","Liberal National Party of Queensland","Liberal","18638485","17814212","285781","0"
"2013-14","Liberal Party (W.A. Division) Inc","Liberal","9916358","10213642","115626","0"
"2013-14","Liberal Party of Australia","Liberal","43012140","45593018","4140880","0"
"2013-14","Liberal Party of Australia - ACT Division","Liberal","1162841","988254","492269","0"
"2013-14","Liberal Party of Australia - Tasmanian Division","Liberal","4237261","4845236","153373","0"
"2013-14","Liberal Party of Australia (S.A. Division)","Liberal","10188576","8483345","115744","0"
"2013-14","Liberal Party of Australia (Victorian Division)","Liberal","18372238","20313370","2196876","0"
"2013-14","Liberal Party of Australia, NSW Division","Liberal","19639421","20466742","3397454","0"
"2013-14","Mutual Party","","0","0","0","0"
"2013-14","National Party of Australia","The Nationals","1731952","2052337","96922","0"
"2013-14","National Party of Australia - N.S.W.","The Nationals","7572705","7186534","1060447","0"
"2013-14","National Party of Australia - Victoria","The Nationals","1754765","1864592","71632","0"
"2013-14","National Party of Australia (S.A.) Inc.","The Nationals","26459","36250","0","0"
"2013-14","National Party of Australia (WA) Inc","The Nationals","1274167","1184744","70194","0"
"2013-14","Non-Custodial Parents Party (Equal Parenting)","","100","4010","0","0"
"2013-14","Online Direct Democracy - (Empowering the People!)","","30431","27124","106808","0"
"2013-14","Outdoor Recreation Party (Stop The Greens)","","24820","24777","0","0"
"2013-14","Palmer United Party","","28827604","28822558","322842","0"
"2013-14","Pauline Hanson's One Nation","One Nation","23308","48424","0","0"
"2013-14","Pirate Party Australia","","37168","50144","0","0"
"2013-14","Queensland Greens","The Greens","1187511","1120915","45752","0"
"2013-14","Republican Party of Australia","","36446","35723","0","0"
"2013-14","Rise Up Australia Party","","477251","604385","12090","0"
"2013-14","Science Party","","12367","11661","888","0"
"2013-14","Secular Party of Australia","","35552","75990","0","0"
"2013-14","Shooters, Fishers and Farmers Party","","385709","212513","73000","0"
"2013-14","Single Parents' Party","","0","0","0","0"
"2013-14","Smokers Rights Party","","3180","1920","0","0"
"2013-14","Socialist Alliance","","89234","98979","80","0"
"2013-14","Socialist Equality Party","","289520","310057","0","0"
"2013-14","Stop CSG Party","","25348","25348","0","0"
"2013-14","Sustainable Australia Party - Universal Basic Income","","228060","255369","2672","0"
"2013-14","The 23 Million","","7380","3132","0","0"
"2013-14","The Greens (WA) Inc","The Greens","3157250","3014117","109666","0"
"2013-14","The Greens NSW","The Greens","3830239","3050249","40702","0"
"2013-14","The Wikileaks Party","","204910","134670","48258","0"
"2013-14","Trumpet of Patriots","","26623","56997","0","0"
"2013-14","Uniting Australia Party","","29440","29440","0","0"
"2013-14","Voluntary Euthanasia Party","","189394","124114","0","0"
"2012-13","Animal Justice Party","","26102","16307","0","0"
"2012-13","Australia First Party (NSW) Incorporated","","24024","37001","0","0"
"2012-13","Australian Christians","","466217","373922","0","0"
"2012-13","Australian Citizens Party","","1872440","1819211","737850","0"
"2012-13","Australian Democrats","Democrats","67092","42682","23076","0"
"2012-13","Australian Fishing and Lifestyle Party","","27776","18080","0","0"
"2012-13","Australian Greens","The Greens","2714609","2765018","586843","0"
"2012-13","Australian Greens (South Australia)","The Greens","238831","295572","12928","0"
"2012-13","Australian Greens, Australian Capital Territory Branch","The Greens","409470","619016","54020","0"
"2012-13","Australian Greens, Northern Territory Branch","The Greens","28517","59817","601","0"
"2012-13","Australian Greens, Tasmanian Branch","The Greens","488826","373833","69885","0"
"2012-13","Australian Greens, Victorian Branch","The Greens","663607","1492655","500779","0"
"2012-13","Australian Labor Party (ACT Branch)","Australian Labor Party","865883","1542063","31447","0"
"2012-13","Australian Labor Party (ALP)","Australian Labor Party","14495361","6475303","4619674","0"
"2012-13","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","9719315","8735545","3150320","0"
"2012-13","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","1387810","1851496","75804","0"
"2012-13","Australian Labor Party (South Australian Branch)","Australian Labor Party","2150998","1633731","70366","0"
"2012-13","Australian Labor Party (State of Queensland)","Australian Labor Party","10980891","10206877","61678","0"
"2012-13","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","746331","567382","163306","0"
"2012-13","Australian Labor Party (Victorian Branch)","Australian Labor Party","9625631","8226066","83109","0"
"2012-13","Australian Labor Party (Western Australian Branch)","Australian Labor Party","5819500","6090691","331234","0"
"2012-13","Australian Protectionist Party","","1653","110","0","0"
"2012-13","Australian Sex Party","","302099","284656","33084","0"
"2012-13","Australia's First Nations Political Party","","1475","725","0","0"
"2012-13","Building Australia Party","","13151","14353","16428","0"
"2012-13","Bullet Train For Australia","","150","20","8990","0"
"2012-13","Carers Alliance","","2500","120","0","0"
"2012-13","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","760588","506190","28749","0"
"2012-13","Country Labor Party","Australian Labor Party","56072","49009","0","0"
"2012-13","Country Liberal Party (NT)","","1873684","1953041","150000","0"
"2012-13","Democratic Labor Party (DLP) of Australia SA Branch","Democratic Labor Party","885","127","0","0"
"2012-13","Democratic Labour Party","Democratic Labor Party","0","0","0","0"
"2012-13","Democratic Labour Party - Queensland Branch","Democratic Labor Party","3144","1951","0","0"
"2012-13","Democratic Labour Party - Victorian Branch","Democratic Labor Party","36754","17183","28409","0"
"2012-13","Democratic Labour Party - WA Branch","Democratic Labor Party","5475","5250","0","0"
"2012-13","Democratic Labour Party NSW Branch","Democratic Labor Party","11505","11184","0","0"
"2012-13","Family First Party","Family First","407947","323043","1470775","0"
"2012-13","Family First Party - QLD","Family First","115022","91062","701","0"
