"Financial Year","ClientFileId","Name","ABN","ACN","Total Expenditure","Electoral Expenditure Cat. 1","Electoral Expenditure Cat. 2","Electoral Expenditure Cat. 3","Electoral Expenditure Cat. 4","Electoral Expenditure Cat. 5","Total Gifts Received","ClientType"
"2012-13","20623","The Wilderness Society","18 611 229 086","611 229 086","25186","0","25186","0","0","0","0","thirdparty"
"2012-13","19917","Transport Workers Union of Australia SA/NT Branch","31 199 452 868","","0","0","0","0","0","0","0","associatedentity"
"2012-13","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2012-13","20161","Unions NSW","43 132 138 531","","26996","17320","1716","0","7960","0","0","organisationdonor"
"2012-13","18834","United Workers Union","52728088684","","1099114","344375","142204","593479","15449","3607","0","significantthirdparty"
"2012-13","30428","Universities Australia","53 008 502 930","008 502 930","4753519","0","126043","4528976","98500","0","0","politicalcampaigner"
"2011-12","28800","Alliance of Australian Retailers Pty Ltd","74 145 378 589","145 378 589","60105","0","28755","0","31350","0","60105","thirdparty"
"2011-12","28665","Association of Mining and Exploration Companies","33 362 864 696","","256989","0","256989","0","0","0","0","thirdparty"
"2011-12","15605","Australian Christian Lobby","40 075 120 517","075 120 517","0","0","0","0","0","0","0","significantthirdparty"
"2011-12","19364","Australian Council of Trade Unions","67175982800","","424131","0","0","27500","361940","34691","102721","significantthirdparty"
"2011-12","30314","Australian Education Union ","16006296647","","1795697","0","214341","1464756","116600","0","0","significantthirdparty"
"2011-12","19028","Australian Federated Union of Locomotive Employees","60694355298","","0","0","0","0","0","0","0","associatedentity"
"2011-12","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","0","0","0","0","0","0","0","associatedentity"
"2011-12","30292","Australian Trade & Industry Alliance Pty Ltd","","151 856 674","9261234","0","1725074","7536160","0","0","0","thirdparty"
"2011-12","19861","Australian Workers Union WA Branch","23 613 523 164","","0","0","0","0","0","0","0","associatedentity"
"2011-12","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","96868","0","96650","0","218","0","0","associatedentity"
"2011-12","18748","CEPU - Electrical Division QLD & NT ","80450640455","","0","0","0","0","0","0","0","significantthirdparty"
"2011-12","20652","CEPU Plumbing Division Queensland Branch","51 918 867 235","","0","0","0","0","0","0","0","associatedentity"
"2011-12","19975","CFMEU - Construction & General Division (WA Branch)","77538246780","","41537","41537","0","0","0","0","0","associatedentity"
"2011-12","14311","CFMEU - Construction & General Division, National Office","46243168565","","24846","0","23881","965","0","0","0","organisationdonor"
"2011-12","29749","Council of Mayors (SEQ) Pty Ltd","87141329302","141329302","71500","0","0","0","0","71500","0","thirdparty"
"2011-12","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","0","0","0","0","0","0","0","associatedentity"
"2011-12","18760","Electrical Trades Union of Employees Queensland","71584779039","","14950","0","14950","0","0","0","0","associatedentity"
"2011-12","30317","Gaming Technologies Association Limited","70 060 130 770","","780592","0","155219","555883","69490","0","0","thirdparty"
"2011-12","30343","GetUp Limited","99114027986","114 027 986","1782718","0","368349","500601","22409","891359","60000","significantthirdparty"
"2011-12","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","55474","35331","0","0","20143","0","0","thirdparty"
"2011-12","22730","Health Services Union","68 243 768 561","","0","0","0","0","0","0","0","significantthirdparty"
"2011-12","28787","Imperial Tobacco Australia","46088148681","088 148 681","40292","0","40292","0","0","0","0","thirdparty"
"2011-12","20280","Media Entertainment & Arts Alliance","84054775598","","181252","16719","164533","0","0","0","0","associatedentity"
"2011-12","27919","Minerals Council of Australia","21 191 309 229","008 455 141","792262","0","72366","719896","0","0","0","politicalcampaigner"
"2011-12","19171","National Union of Workers - National Office","","","0","0","0","0","0","0","0","associatedentity"
"2011-12","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","12059","0","12059","0","0","0","0","associatedentity"
"2011-12","18417","Queensland Resources Council","","","29591","0","29591","0","0","0","0","thirdparty"
"2011-12","16043","Registered Clubs Association of NSW (t/as ClubsNSW)","61 724 302 100","","3478581","0","695449","2477376","305756","0","2434823","organisationdonor"
"2011-12","19799","Sanofi-Aventis Australia Pty Ltd","31008558 807","008558807","0","0","0","0","0","0","0","organisationdonor"
"2011-12","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","0","0","0","0","0","0","0","associatedentity"
"2011-12","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","0","0","0","0","0","0","0","associatedentity"
"2011-12","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2011-12","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","0","0","0","0","0","0","0","associatedentity"
"2011-12","21861","The Climate Institute","26 116 713 592","116 713 592","0","0","0","0","0","0","0","thirdparty"
"2011-12","19898","The Food Preservers' Union of Western Australia Union of Workers","77 930 063 279","","0","0","0","0","0","0","0","associatedentity"
"2011-12","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","0","0","0","0","0","0","0","associatedentity"
"2011-12","20623","The Wilderness Society","18 611 229 086","611 229 086","32943","0","32943","0","0","0","0","thirdparty"
"2011-12","19917","Transport Workers Union of Australia SA/NT Branch","31 199 452 868","","0","0","0","0","0","0","0","associatedentity"
"2011-12","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2011-12","18834","United Workers Union","52728088684","","214099","126004","83595","0","4500","0","0","significantthirdparty"
"2011-12","19735","Western Australian Prison Officers' Union of Workers","98518622745","","0","0","0","0","0","0","0","associatedentity"
"2010-2011","28800","Alliance of Australian Retailers Pty Ltd","74 145 378 589","145 378 589","9162640","0","6275645","2196062","690933","0","9164640","thirdparty"
"2010-2011","28665","Association of Mining and Exploration Companies","33 362 864 696","","2259443","0","387286","1856683","0","15474","525000","thirdparty"
"2010-2011","15605","Australian Christian Lobby","40 075 120 517","075 120 517","142768","0","0","0","2500","140268","143636","significantthirdparty"
"2010-2011","20499","Australian Conservation Foundation Incorporated","22007498482","","242426","0","88000","31358","33172","89896","0","significantthirdparty"
"2010-2011","19364","Australian Council of Trade Unions","67175982800","","6512428","111628","279068","5692182","376404","53146","2175502","significantthirdparty"
"2010-2011","30314","Australian Education Union ","16006296647","","1729981","0","20639","1624862","84480","0","0","significantthirdparty"
"2010-2011","19028","Australian Federated Union of Locomotive Employees","60694355298","","0","0","0","0","0","0","0","associatedentity"
"2010-2011","28918","Australian Municipal Administrative Clerical and Services Union ","28519971998","","141107","3983","3088","0","0","134036","0","significantthirdparty"
"2010-2011","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","65927","0","0","0","0","65927","0","associatedentity"
"2010-2011","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","82161","0","60675","11735","9751","0","0","associatedentity"
"2010-2011","28831","Berwick Ranges 500 Club","","","127500","127500","0","0","0","0","0","associatedentity"
"2010-2011","18748","CEPU - Electrical Division QLD & NT ","80450640455","","0","0","0","0","0","0","0","significantthirdparty"
"2010-2011","20652","CEPU Plumbing Division Queensland Branch","51 918 867 235","","0","0","0","0","0","0","0","associatedentity"
"2010-2011","14311","CFMEU - Construction & General Division, National Office","46243168565","","50842","15805","32113","2924","0","0","0","organisationdonor"
"2010-2011","18756","Electrical Trades Union of Australia NSW Branch","24 379 005 569","","25836","0","25836","0","0","0","0","associatedentity"
"2010-2011","18760","Electrical Trades Union of Employees Queensland","71584779039","","0","0","0","0","0","0","0","associatedentity"
"2010-2011","1081","EMILY's List Australia","90077932775","","25290","7128","10828","0","7334","0","0","associatedentity"
"2010-2011","30343","GetUp Limited","99114027986","114 027 986","5054795","0","699265","1550617","28680","2776233","1215000","significantthirdparty"
"2010-2011","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","51931","51931","0","0","0","0","0","thirdparty"
"2010-2011","22730","Health Services Union","68 243 768 561","","79700","0","0","0","0","79700","0","significantthirdparty"
"2010-2011","28787","Imperial Tobacco Australia","46088148681","088 148 681","4257134","0","1499347","2731817","0","25970","0","thirdparty"
"2010-2011","20280","Media Entertainment & Arts Alliance","84054775598","","313529","17090","296439","0","0","0","0","associatedentity"
"2010-2011","27919","Minerals Council of Australia","21 191 309 229","008 455 141","3997959","0","699267","3298692","0","0","0","politicalcampaigner"
"2010-2011","29555","National Civic Council","19622993989","","44015","0","44015","0","0","0","0","thirdparty"
"2010-2011","19171","National Union of Workers - National Office","","","19616","0","0","0","19616","0","0","associatedentity"
"2010-2011","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","13505","0","13505","0","0","0","0","associatedentity"
"2010-2011","20511","New South Wales Nurses and Midwives' Association","63 398 164 405","","1676258","0","17907","1587796","12100","58455","418121","significantthirdparty"
"2010-2011","10094","Philip Morris Limited","65004694428","","490000","0","0","0","0","490000","0","organisationdonor"
"2010-2011","29785","Public Service Association of New South Wales","83 717 214 309","","55333","30452","0","0","0","24881","0","organisationdonor"
"2010-2011","5310","Queensland Council of Unions","43 109 318 638","","55877","0","22415","32442","1020","0","0","organisationdonor"
"2010-2011","19072","Queensland Nurses Union of Employees","84382908052","","412821","16091","11730","385000","0","0","0","associatedentity"
"2010-2011","16043","Registered Clubs Association of NSW (t/as ClubsNSW)","61 724 302 100","","948701","0","249609","514224","184868","0","216197","organisationdonor"
"2010-2011","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","23659","0","23659","0","0","0","0","associatedentity"
"2010-2011","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","49162","28955","0","0","20207","0","0","associatedentity"
"2010-2011","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2010-2011","18778","Shop Distributive and Allied Employees Association (QLD Branch)","99 903 328 518","","17653","0","0","0","17653","0","0","associatedentity"
"2010-2011","21861","The Climate Institute","26 116 713 592","116 713 592","237895","55446","61942","101473","19034","0","0","thirdparty"
"2010-2011","20623","The Wilderness Society","18 611 229 086","611 229 086","15245","1992","13253","0","0","0","0","thirdparty"
"2010-2011","19917","Transport Workers Union of Australia SA/NT Branch","31 199 452 868","","27452","0","27452","0","0","0","0","associatedentity"
"2010-2011","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2010-2011","20161","Unions NSW","43 132 138 531","","225931","0","152167","73764","0","0","0","organisationdonor"
"2010-2011","18834","United Workers Union","52728088684","","657359","308723","105153","50625","86876","105982","0","significantthirdparty"
"2010-2011","29215","World Wide Fund for Nature Australia","57001594074","001 594 074","214697","0","20936","0","48867","144894","0","thirdparty"
"2009-2010","28665","Association of Mining and Exploration Companies","33 362 864 696","","273996","0","14175","257921","0","1900","1785000","thirdparty"
"2009-2010","15605","Australian Christian Lobby","40 075 120 517","075 120 517","78441","0","0","0","0","78441","0","significantthirdparty"
"2009-2010","20499","Australian Conservation Foundation Incorporated","22007498482","","21702","0","7135","0","14567","0","0","significantthirdparty"
"2009-2010","19364","Australian Council of Trade Unions","67175982800","","2117586","1151168","209054","44030","547304","166030","214914","significantthirdparty"
"2009-2010","30314","Australian Education Union ","16006296647","","78545","0","23041","0","55504","0","0","significantthirdparty"
"2009-2010","19028","Australian Federated Union of Locomotive Employees","60694355298","","0","0","0","0","0","0","0","associatedentity"
"2009-2010","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","66360","0","0","0","0","66360","0","associatedentity"
"2009-2010","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","24637","0","24637","0","0","0","0","associatedentity"
"2009-2010","5996","BHP Billiton Limited","","","4210755","0","4126790","0","83965","0","0","organisationdonor"
"2009-2010","18748","CEPU - Electrical Division QLD & NT ","80450640455","","0","0","0","0","0","0","0","significantthirdparty"
"2009-2010","14311","CFMEU - Construction & General Division, National Office","46243168565","","89749","0","29539","0","0","60210","0","organisationdonor"
"2009-2010","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","0","0","0","0","0","0","0","organisationdonor"
"2009-2010","18760","Electrical Trades Union of Employees Queensland","71584779039","","0","0","0","0","0","0","0","associatedentity"
"2009-2010","1081","EMILY's List Australia","90077932775","","15773","378","785","0","14610","0","12000","associatedentity"
"2009-2010","28643","Galaxy Research","81 108 247 767","108 247 767","0","0","0","0","0","0","0","thirdparty"
"2009-2010","30343","GetUp Limited","99114027986","114 027 986","1962406","0","48285","204125","27441","1682555","97000","significantthirdparty"
"2009-2010","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","87791","81791","0","0","6000","0","0","thirdparty"
"2009-2010","20280","Media Entertainment & Arts Alliance","84054775598","","127189","32055","95134","0","0","0","0","associatedentity"
"2009-2010","27919","Minerals Council of Australia","21 191 309 229","008 455 141","17184924","0","3136866","14048058","0","0","110000","politicalcampaigner"
"2009-2010","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","18599","0","18599","0","0","0","0","associatedentity"
"2009-2010","18417","Queensland Resources Council","","","133153","0","133153","0","0","0","122782","thirdparty"
"2009-2010","20649","Queensland Teachers Union","62 408 519 861","","28160","0","0","0","28160","0","0","significantthirdparty"
"2009-2010","21852","RACV Limited","","","0","0","0","0","0","0","0","thirdparty"
"2009-2010","18134","Rio Tinto Ltd","","","537857","0","537857","0","0","0","0","thirdparty"
"2009-2010","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","3548","0","3353","0","0","195","0","associatedentity"
"2009-2010","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","35864","27463","8401","0","0","0","0","associatedentity"
"2009-2010","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2009-2010","21861","The Climate Institute","26 116 713 592","116 713 592","134425","0","0","134425","0","0","1000","thirdparty"
"2009-2010","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","0","0","0","0","0","0","0","associatedentity"
"2009-2010","20623","The Wilderness Society","18 611 229 086","611 229 086","67981","0","0","11093","0","56888","0","thirdparty"
"2009-2010","19900","Transport Workers Union of Australia - Federal Council","18559030246","","313414","0","313414","0","0","0","0","associatedentity"
"2009-2010","19917","Transport Workers Union of Australia SA/NT Branch","31 199 452 868","","18491","0","18491","0","0","0","0","associatedentity"
"2009-2010","19902","Transport Workers Union of New South Wales","77710588395","","0","0","0","0","0","0","0","associatedentity"
"2009-2010","20161","Unions NSW","43 132 138 531","","0","0","0","0","0","0","0","organisationdonor"
"2009-2010","18834","United Workers Union","52728088684","","313016","196621","90732","0","25663","0","0","significantthirdparty"
"2008-2009","21900","Aged Care Assoc. Australia - SA Inc.","","","11170","11170","0","0","0","0","0","thirdparty"
"2008-2009","20499","Australian Conservation Foundation Incorporated","22007498482","","0","0","0","0","0","0","0","significantthirdparty"
"2008-2009","19364","Australian Council of Trade Unions","67175982800","","2444580","1367617","71118","36452","307320","662073","3427869","significantthirdparty"
"2008-2009","30314","Australian Education Union ","16006296647","","1499260","0","77560","1234108","180180","7412","0","significantthirdparty"
"2008-2009","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","93958","0","0","0","0","93958","0","associatedentity"
"2008-2009","12948","Auto, Food, Metals, Engin Printing & Kindred Industry Union","","","24008","0","24008","0","0","0","0","thirdparty"
"2008-2009","18748","CEPU - Electrical Division QLD & NT ","80450640455","","872654","25000","136560","7835","0","703259","0","significantthirdparty"
"2008-2009","20502","CFMEU","","","20777","20777","0","0","0","0","0","thirdparty"
"2008-2009","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","0","0","0","0","0","0","0","organisationdonor"
"2008-2009","18760","Electrical Trades Union of Employees Queensland","71584779039","","29450","4450","0","0","0","25000","0","associatedentity"
"2008-2009","1081","EMILY's List Australia","90077932775","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","30343","GetUp Limited","99114027986","114 027 986","237183","0","143059","60929","17100","16095","137500","significantthirdparty"
"2008-2009","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","53714","46644","0","0","7070","0","0","thirdparty"
"2008-2009","22730","Health Services Union","68 243 768 561","","200000","0","200000","0","0","0","0","significantthirdparty"
"2008-2009","22293","Master Builders Association of Western Australia","83590927922","","0","0","0","0","0","0","0","thirdparty"
"2008-2009","20280","Media Entertainment & Arts Alliance","84054775598","","162308","2348","159960","0","0","0","0","associatedentity"
"2008-2009","21862","Mr Alan B Jacobs","","","0","0","0","0","0","0","0","thirdparty"
"2008-2009","22299","Mr John Goldbaum","","","0","0","0","0","0","0","0","thirdparty"
"2008-2009","20597","National Union of Workers","","","0","0","0","0","0","0","0","thirdparty"
"2008-2009","18764","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","","23050","0","23050","0","0","0","0","associatedentity"
"2008-2009","20056","NTN Services ","62116356533","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","19072","Queensland Nurses Union of Employees","84382908052","","341529","0","79506","262023","0","0","0","associatedentity"
"2008-2009","21852","RACV Limited","","","0","0","0","0","0","0","0","thirdparty"
"2008-2009","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","20019","Shop Distributive & Allied Employees Association - VIC Branch","","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","18825","Shop, Distributive & Allied Employees' Association - National","99789302470","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","1159","The 500 Club Inc","55 330 219 694","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","19816","The Australian Workers' Union of Employees Queensland","54 942 536 069","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","21861","The Climate Institute","26 116 713 592","116 713 592","12000","0","0","0","12000","0","0","thirdparty"
"2008-2009","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","20623","The Wilderness Society","18 611 229 086","611 229 086","32459","0","0","0","0","32459","0","thirdparty"
"2008-2009","19900","Transport Workers Union of Australia - Federal Council","18559030246","","173400","0","173400","0","0","0","0","associatedentity"
"2008-2009","19903","Transport Workers Union of Australia - NSW Branch","24302560296","","0","0","0","0","0","0","0","associatedentity"
"2008-2009","19902","Transport Workers Union of New South Wales","77710588395","","143542","0","143542","0","0","0","0","associatedentity"
"2008-2009","20161","Unions NSW","43 132 138 531","","0","0","0","0","0","0","0","organisationdonor"
"2008-2009","18834","United Workers Union","52728088684","","291916","21888","270028","0","0","0","0","significantthirdparty"
"2008-2009","19735","Western Australian Prison Officers' Union of Workers","98518622745","","0","0","0","0","0","0","0","associatedentity"
"2007-2008","21900","Aged Care Assoc. Australia - SA Inc.","","","18000","0","18000","0","0","0","0","thirdparty"
"2007-2008","19714","Australasian Meat Industry Employees Union - Federal Council","12 206 758 691","","145112","6490","6490","122397","0","9735","0","associatedentity"
"2007-2008","18830","Australasian Meat Industry Employees' Union - QWANT Branch","68929349791","","41401","32240","0","0","3432","5729","0","associatedentity"
"2007-2008","15605","Australian Christian Lobby","40 075 120 517","075 120 517","113239","0","31716","81523","0","0","113239","significantthirdparty"
"2007-2008","20499","Australian Conservation Foundation Incorporated","22007498482","","203731","0","39326","0","12138","152267","17000","significantthirdparty"
"2007-2008","19364","Australian Council of Trade Unions","67175982800","","15834139","182731","387047","14420546","843815","0","14364300","significantthirdparty"
"2007-2008","30314","Australian Education Union ","16006296647","","1125345","0","21951","840934","260435","2025","0","significantthirdparty"
"2007-2008","20243","Australian Municipal Administrative Clerical and Services Union ","","","1304388","0","32722","0","21440","1250226","0","thirdparty"
"2007-2008","18736","Australian Rail Tram & Bus Industry Union New South Wales Branch","55090785801","","240974","0","0","0","0","240974","0","associatedentity"
"2007-2008","19806","Automotive Food Metals Engineering Printing & Kindred Ind. Union","59459725116","","277288","77848","42109","0","50281","107050","0","associatedentity"
"2007-2008","22285","Batten Management Services","","","68885","0","68885","0","0","0","0","thirdparty"
"2007-2008","1965","Business Council of Australia","","","2305645","0","194804","2110841","0","0","0","thirdparty"
"2007-2008","18748","CEPU - Electrical Division QLD & NT ","80450640455","","1049000","416000","62000","265000","38000","268000","0","significantthirdparty"
"2007-2008","20502","CFMEU","","","104028","67974","36054","0","0","0","0","thirdparty"
"2007-2008","14311","CFMEU - Construction & General Division, National Office","46243168565","","62686","0","28125","0","0","34561","0","organisationdonor"
"2007-2008","21332","CFMEU - Mining Division (Nth NSW District)","80814987748","","50907","0","42298","0","0","8609","0","associatedentity"
"2007-2008","29769","CFMEU Mining & Energy Division - National Office","18 128 983 744","","152729","0","0","0","12320","140409","0","organisationdonor"
"2007-2008","1140","Cormack Foundation Pty Ltd","31006935119","","22000","0","0","0","22000","0","0","associatedentity"
"2007-2008","11288","Delta Hydraulics Pty Ltd","14 009 567 186","009 567 186","35450","13250","0","0","0","22200","0","thirdparty"
"2007-2008","21931","Developmental Disability Council of WA (Inc)","","","0","0","0","0","0","0","0","thirdparty"
"2007-2008","18760","Electrical Trades Union of Employees Queensland","71584779039","","398000","163000","0","0","0","235000","0","associatedentity"
"2007-2008","7909","Emily's List (Australia)","","","35066","637","0","0","34429","0","0","thirdparty"
"2007-2008","19156","Finance Sector Union of Australia ","","","92422","0","0","0","51562","40860","0","thirdparty"
"2007-2008","21855","Focus on Australia Foundation","","","1000110","0","400938","599172","0","0","0","thirdparty"
"2007-2008","13122","Forward Brisbane Leadership","44518408042","","1982065","276782","794090","858706","52487","0","0","associatedentity"
"2007-2008","30343","GetUp Limited","99114027986","114 027 986","1277010","0","310748","258041","33562","674659","371947","significantthirdparty"
"2007-2008","30315","Greenpeace Australia Pacific Limited","61 002 643 852","002 643 852","73416","39946","0","0","0","33470","30000","thirdparty"
"2007-2008","13849","Gunns Limited","","","524965","0","345364","179601","0","0","0","thirdparty"
"2007-2008","22730","Health Services Union","68 243 768 561","","586673","0","24850","17387","28416","516020","0","significantthirdparty"
"2007-2008","18761","HSU East","85037751682","","645412","8540","616567","20305","0","0","0","associatedentity"
"2007-2008","20906","Independent Education Union (South Australia) Inc.","","","23605","0","0","0","7717","15888","0","thirdparty"
"2007-2008","22195","Lend Lease Corporation Limited","","","0","0","0","0","0","0","0","thirdparty"
"2007-2008","21903","LHMU - National, QLD, NSW, VIC, ACT, SA, TAS, & NT Branches","","","826961","240006","4979","6109","47818","528049","0","thirdparty"
"2007-2008","13538","Master Builders Association of Victoria","","","133465","0","79597","50322","0","3546","0","thirdparty"
"2007-2008","22293","Master Builders Association of Western Australia","83590927922","","0","0","0","0","0","0","0","thirdparty"
"2007-2008","20280","Media Entertainment & Arts Alliance","84054775598","","188195","55106","0","0","0","133089","0","associatedentity"
"2007-2008","22260","Mr Adrian Ross Coward","","","0","0","0","0","0","0","0","thirdparty"
"2007-2008","21862","Mr Alan B Jacobs","","","30913","0","0","0","0","30913","0","thirdparty"
"2007-2008","21902","Mr Bill McHaig","","","200000","0","200000","0","0","0","0","thirdparty"
"2007-2008","21888","Mr David Hoist","","","15000","15000","0","0","0","0","0","thirdparty"
"2007-2008","22299","Mr John Goldbaum","","","0","0","0","0","0","0","0","thirdparty"
"2007-2008","21851","National Business Action Fund","","","13227897","0","332032","5900027","165900","6829938","7314681","thirdparty"
"2007-2008","20597","National Union of Workers","","","646437","12082","14419","5000","56966","557970","0","thirdparty"
"2007-2008","19136","National Union of Workers SA Branch","","","13217","1992","8290","0","390","2545","0","associatedentity"
"2007-2008","20509","Nature Conservation Council of NSW","","","181004","0","30547","0","0","150457","71500","thirdparty"
"2007-2008","20005","NSW Local Gov't Clerical Admin. Energy Air & Utilities T/A USU","","","70224","0","35601","0","34623","0","0","associatedentity"
"2007-2008","20056","NTN Services ","62116356533","","194700","0","194700","0","0","0","0","associatedentity"
"2007-2008","21156","Peter Jordan","","","66666","66666","0","0","0","0","0","thirdparty"
"2007-2008","20525","Police Association of NSW","","","21486","0","528","0","5642","15316","0","thirdparty"
"2007-2008","5310","Queensland Council of Unions","43 109 318 638","","633856","178245","116708","273070","0","65833","0","organisationdonor"
"2007-2008","20954","Queensland Independent Education Union of Employees","","","11113","1150","8672","0","0","1291","0","thirdparty"
"2007-2008","19072","Queensland Nurses Union of Employees","84382908052","","403843","224488","157706","0","0","21649","0","associatedentity"
"2007-2008","19941","Queensland Services, Industrial Union of Employees","13 540 483 194","","8100","0","0","0","0","8100","0","associatedentity"
"2007-2008","21852","RACV Limited","","","96539","0","0","0","0","96539","0","thirdparty"
"2007-2008","18784","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","75 536 906 383","","39885","0","23504","0","0","16381","0","associatedentity"
"2007-2008","19604","Shop Distributive & Allied Employees' Association","","","286131","208742","29353","48036","0","0","0","thirdparty"
"2007-2008","18824","Shop Distributive & Allied Employees' Association NSW Branch","74 415 123 375","","57637","7203","22008","0","4063","24363","0","associatedentity"
"2007-2008","18825","Shop, Distributive & Allied Employees' Association - National","99789302470","","56538","56538","0","0","0","0","0","associatedentity"
"2007-2008","21904","Shop, Distributive & Allied Employees Association - QLD Branch","","","409046","0","0","320925","24773","63348","0","thirdparty"
"2007-2008","21845","Superannuated Cth Officers' Association (Federal Council) Inc","","","22410","6275","0","0","0","16135","0","thirdparty"
"2007-2008","1159","The 500 Club Inc","55 330 219 694","","0","0","0","0","0","0","0","associatedentity"
"2007-2008","21861","The Climate Institute","26 116 713 592","116 713 592","1393482","0","585960","216238","116554","474730","1000000","thirdparty"
"2007-2008","21932","The Right to Life Australia Incorporated","","","69766","0","69766","0","0","0","0","thirdparty"
"2007-2008","20031","The Shop, Distributive & Allied Employees' Association of Western Australia","73 291 187 274","","14985","3655","0","0","11330","0","0","associatedentity"
"2007-2008","20623","The Wilderness Society","18 611 229 086","611 229 086","108090","0","0","0","0","108090","20000","thirdparty"
"2007-2008","20624","The Wilderness Society (Tasmania) Inc","","","129194","0","13068","69252","46874","0","0","thirdparty"
"2007-2008","21901","Timber Communities Australia","","","296460","0","225135","71325","0","0","0","thirdparty"
"2007-2008","22081","Timber Communities Australia Ltd","","","0","0","0","0","0","0","0","thirdparty"
"2007-2008","21402","Transport Workers Union (SA/NT Branch)","","","34100","0","0","0","34100","0","0","thirdparty"
"2007-2008","19900","Transport Workers Union of Australia - Federal Council","18559030246","","489500","0","0","0","49500","440000","525112","associatedentity"
"2007-2008","19903","Transport Workers Union of Australia - NSW Branch","24302560296","","0","0","0","0","0","0","0","associatedentity"
"2007-2008","19902","Transport Workers Union of New South Wales","77710588395","","183255","0","0","0","29053","154202","0","associatedentity"
"2007-2008","20161","Unions NSW","43 132 138 531","","887312","335528","206629","0","50000","295155","0","organisationdonor"
"2007-2008","20625","Unions Tasmania","","","181828","0","101355","24329","0","56144","0","thirdparty"
"2007-2008","19735","Western Australian Prison Officers' Union of Workers","98518622745","","10645","313","234","0","2972","7126","0","associatedentity"
"2007-2008","21850","Wilderness Society Sydney Inc","","","13630","0","0","0","0","13630","0","thirdparty"
"2006-2007","18314","ABCE & BLF Union","","","140998","138766","2232","0","0","0","0","thirdparty"
"2006-2007","17662","Auspoll","","","114831","0","0","0","114831","0","0","thirdparty"
"2006-2007","11980","Australasian Meat Industry Employees Union","","","119475","1703","0","0","0","117772","0","thirdparty"
"2006-2007","18830","Australasian Meat Industry Employees' Union - QWANT Branch","68929349791","","73627","4017","39599","0","0","30011","0","associatedentity"
